date,location,text
2021-02-04 22:25:52,,@Mateas08 @ML_Ayuda @tkmsoluciones @mercadopago MercadoLibre es la peor cagada que hay en Latinoamérica con sus reg… https://t.co/7Tz620Yl2i
2021-02-04 22:25:39,San Diego Xocoyucan,@ML_Ayuda @Mercadolibre @mercadopago Hijos de su reputamadre no van a contestar.
2021-02-04 22:25:39,,"@JuanPereyra2019 @ML_Ayuda @Mercadolibre Pucha, una lata, yo no he tenido malas experiencias y espero que esta no s… https://t.co/jzYU8CxhiF"
2021-02-04 22:25:37,"Buenos Aires, Argentina",@ML_Ayuda Pero con quién puedo comunicarme . Hicimos reclamos. La cuenta no está relacionada a mi email de acá de Twitter.
2021-02-04 22:24:34,,"@ML_Ayuda Si eso lo se..... Simplemente si podrían volver a poner
Publicaciones recientes
En los filtros"
2021-02-04 22:24:12,,@ML_Ayuda @tkmsoluciones @mercadopago Ustedes suspendieron mi cuenta deportescristal por supuesto plagio de propied… https://t.co/vgr0m4aZIc
2021-02-04 22:24:04,Buenos Aires,@ML_Ayuda compré unos barbijos que se desarman https://t.co/HNeXMCzxn2 (no los compren nunca!!!) y nadie se hace ca… https://t.co/3b0LKT3SeY
2021-02-04 22:22:59,,"@ML_Ayuda En estos meses compré muchisimo y siempre funcionó bien, hace un mes o un poco mas está pasando esto con… https://t.co/tDMNqIY6xC"
2021-02-04 22:22:12,,@ML_Ayuda Hola @ML_Ayuda gracias por su pronta respuesta. Verifique todo y los productos son nuevos y el vendedor e… https://t.co/zVXd16Zar0
2021-02-04 22:21:15,Bs. As.,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 22:19:51,,@ML_Ayuda Así uno elije que ver..... Si quiere todo o lo filtra por día es más facil
2021-02-04 22:19:01,,No  tengo respuestas del vendedor ni de Mercadolibre !!!!vendes productos rotos y no  se hacen cargo @ML_Ayuda… https://t.co/oaCNxp3mPV
2021-02-04 22:18:58,"Guadalajara, Jal.",@ML_Ayuda DANIELDEJESSNAVARROGALLEGO
2021-02-04 22:18:42,"Buenos Aires, Argentina",@ML_Ayuda Mismo con el correo https://t.co/45ohQynbff
2021-02-04 22:18:18,"Buenos Aires, Argentina",@ML_Ayuda usuario raarrieta.
2021-02-04 22:17:42,,"@ML_Ayuda Si tengo la app.... Sacaron la opción de ver los publicados hoy
Buscas un auto y tenes que ver 40 páginas… https://t.co/RB8DPeDyTI"
2021-02-04 22:16:00,Argentina,"@ML_Ayuda @Mercadolibre @marcos_galperin Pasaron otras 48hs y no he recibido ninguna respuesta, ni por mail ni por… https://t.co/DIscWe2dXK"
2021-02-04 22:15:52,queretaro,@ML_Ayuda https://t.co/A5JjDs04Wn
2021-02-04 22:15:32,,@ML_Ayuda @VizcachaMosca @Mercadolibre Que me dice si le digo que envié 4 correos electrónicos con capturas de pant… https://t.co/dxTq0I4rsa
2021-02-04 22:15:27,queretaro,"@ML_Ayuda ya entre pero dicen que entre a ventas y es una compra mía, entro a resolver un problema con una compra y… https://t.co/1sNzeQqLiZ"
2021-02-04 22:14:51,Barcelona,"@ML_Ayuda @ML_Uruguay Agradezco respuesta,pero me lleva a la página ayuda y allí se queda, no chat no mail,puedes darme un correo email ?"
2021-02-04 22:14:20,,@ML_Ayuda @ML_Argentina a ver si entendes que el reclamo lo cerraron mal y no me deja hacer nada mas!!
2021-02-04 22:13:32,,"@ML_Ayuda @Mercadolibre Es que lo que sucede es que el producto que vendi no me aparece en la sección de ventas, pe… https://t.co/XPtxrQAdff"
2021-02-04 22:13:13,"Ciudad Autónoma de Buenos Aires, Argentina",RT @Solesiverino: @ML_Ayuda  son unos inoperantes me tienen hace dias yendo y viniendo con un contra cargo q no corresponde @DNDConsumidor…
2021-02-04 22:12:36,,@ML_Ayuda
2021-02-04 22:12:19,"Ciudad Autónoma de Buenos Aires, Argentina",@ML_Ayuda  son unos inoperantes me tienen hace dias yendo y viniendo con un contra cargo q no corresponde… https://t.co/vp1WLB9KqL
2021-02-04 22:11:33,"Las Vegas, NV",@ML_Ayuda como hablo con ustedes  por WhatsApp
2021-02-04 22:10:39,,@ML_Ayuda quisiera que vuelva esa  opción de elejir que ver si todo o lo publicado en el dia era super util esa herramienta
2021-02-04 22:09:34,,@ML_Ayuda hola nesecito me ayuden..... Haces unos días estaba la opción de ver un producto o artículo por fecha....… https://t.co/05FuD3dvTu
2021-02-04 22:08:25,,"@ML_Ayuda @ML_Argentina no me deja, porque ya inicie un reclamo y lo cerraron diciendo que el producto fue entregad… https://t.co/LamY3rFcDn"
2021-02-04 22:08:24,"Zárate, Argentina","RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 22:07:52,"Almirante Brown, Argentina","RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 22:05:44,"Guadalajara, Jal.","@ML_Ayuda La entrega de dinero indicaba el día de ayer, siendo fecha que no se ha visto reflejada y el banco no tie… https://t.co/AIB0XTmYiF"
2021-02-04 22:05:26,,@ML_Ayuda buenas tardes a donde puedo llamar por lo de un reembolso de compra cancelada que no me han realizado
2021-02-04 22:04:54,"Buenos Aires, Argentina",@ML_Ayuda Pero me dice que no existe el usuario no existe. Es una cuenta viejisima..no sé qué sector es el correspondiente.
2021-02-04 22:04:50,,"@ML_Ayuda @Mercadolibre Muchas gracias, ya solucioné el problema directamente con el local comercial que vendió el producto.
Muchas gracias."
2021-02-04 22:04:46,,"@ML_Ayuda 

Al momento de querer entrar a mi cuenta me pide una verificación ,hago todos los pasos ,me piden mi céd… https://t.co/aQuTRFnUEb"
2021-02-04 22:04:04,queretaro,"@ML_Ayuda buenas tardes,
hice una compra que llega mañana, al parecer la paquetería es la de ustedes, el problema e… https://t.co/yToOR8sWMG"
2021-02-04 22:01:36,URUGUAY,@ML_Ayuda @ML_Uruguay Aunque sea tarjeta de debito?
2021-02-04 22:01:27,,"@ML_Ayuda buen día, necesito apoyo con mi cuenta no me deja retirar dinero, me dice que se necesita una verificación adicional"
2021-02-04 22:00:57, puebla,@ML_Ayuda  me podrian decir por que suspendieron mi cuenta?
2021-02-04 22:00:03,,@ML_Ayuda Si hay inconvenientes con algunos usuarios reporten al departamento tecnico para mercado libre Ecuador https://t.co/p9EY54Z3k9
2021-02-04 21:59:16,Rincon De Los sauces ,"@ML_Ayuda @AndreaniOk Ya lo realice me programaron el envío entre el 4 y el 8 
A lo que voy que desde el 30 de ener… https://t.co/fayq4YLruz"
2021-02-04 21:58:18,Mexico DF,Y ahora @ML_Mexico @ML_Ayuda  me suspenden mi cuenta de ML y MP por la situación que les reporte de entrega de mi p… https://t.co/vIe855skLd
2021-02-04 21:58:02,,. @ML_Ayuda: ¡Prohíban la venta de animales como mascotas en @Mercadolibre! #MercadoLibreNoSeaCómplice @ML_Colombia… https://t.co/8mx0BDIhM2
2021-02-04 21:55:10,,@ML_Ayuda @ML_Mexico Llevo 1 mes intentando lo mismo.
2021-02-04 21:54:38,"Posadas, Argentina","RT @SheisSoMina: Le pregunté a un forro en @ML_Ayuda si hacía envíos y me dijo que si Hice la compra me dice que no hace envíos, que cancel…"
2021-02-04 21:53:55,"Guadalajara, Jal.","@ML_Ayuda buenas tardes, quisiera apoyo con un reembolso de una cancelación que no se ha aplicado, según la app est… https://t.co/mc8P0ddmhz"
2021-02-04 21:53:12,Argentina,@ML_Ayuda @ML_Argentina @dzapatillas @DNDConsumidor les brindé la información requerida  y no me ayudaron  ;(
2021-02-04 21:52:49,,"@ML_Ayuda Es indignante... compro mucho en ml soy comprador leyenda y nunca tuve problema. ultima consulta, si devu… https://t.co/TrVnCjV87P"
2021-02-04 21:52:10,,@ML_Ayuda @ML_AYUDA el vendedor no tiene nada que ver. @ML_Argentina esta diciendo que entrego un producto que NO E… https://t.co/eBGWop8j64
2021-02-04 21:51:57,,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 21:51:48,"Buenos Aires, Argentina",@ML_Ayuda como se hace para recuperar una cuenta q está bloqueada. No puedo entrar
2021-02-04 21:51:32,Argentina,"@ML_Ayuda Si, varias veces me enviaron el mail despues de que mande la consulta por la pagina, pero siempre es el m… https://t.co/b6UGqC8Cmw"
2021-02-04 21:50:58,,@ML_Ayuda IARAHUREVICH
2021-02-04 21:50:19,,@ML_Ayuda @Mercadolibre Me he intentado comunicarme con ustedes pero me ha sido imposible. Necesito ayuda debido a… https://t.co/DWuR0n0IUp
2021-02-04 21:49:06,,"@ML_Ayuda @kandykat1000 @Mercadolibre Por favor díganme que paso, hasta me llegan correos de mi mercado libre pero no puedo ingresar."
2021-02-04 21:49:01,URUGUAY,@ML_Ayuda @ML_Uruguay Ningun deposito por ese importe como se puede ver. Y en el link que entre dice que ya fue dev… https://t.co/NLi895zize
2021-02-04 21:48:33,,"@ML_Ayuda Si entro desde mercadopago (esto es con la app), me dice que la misma esta suspendida por falta de datos,… https://t.co/JQ9RwSibFg"
2021-02-04 21:47:39,,"@ML_Ayuda Hice el pedido, pagué por medio de mercadopago, pero cuándo le escribí al vendedor pues dijo que ya se ib… https://t.co/eKjPGdHeH2"
2021-02-04 21:47:32,,@ML_Ayuda @ML_Mexico Ya lo hice como 100 veces y aun no me contactan.
2021-02-04 21:46:43,In the middle of nowhere...,"@ML_Ayuda @Mercadolibre @ML_Argentina Por favor, habiliten los DM para poder enviarles la información.  Gracias"
2021-02-04 21:44:48,"Pehuajó, Argentina",@ML_Ayuda @Alejand34782532 @Mercadolibre @mercadopago @ML_Argentina Ne llamo Ramon
2021-02-04 21:44:14,,"@ML_Ayuda Antes de entrar creo que intente muchas veces entrar, ahora me dice que intente luego, ¿cuánto tiempo tengo que esperar?"
2021-02-04 21:44:08,,"@ML_Ayuda @SheisSoMina GAAAAAAAARCAAAAAAS DEVUENME MIS AHORROS 
QUIERO MI PLATA YAAAA!!!!!
#MercadoEstafa"
2021-02-04 21:44:01,,"@ML_Ayuda Me deja validar la identidad, pero cuando pongo siguiente vuelve al paso anterior y asi en loop todo el t… https://t.co/eIDy52hyPu"
2021-02-04 21:42:32,,@ML_Ayuda Y ? Nada
2021-02-04 21:42:11,"Buenos Aires, Argentina",@ElMsGrande18 @FerCoronavirus @ML_Argentina @Mercadolibre @ML_Ayuda @mercadopago @mercadopago_arg @telefe @C5N… https://t.co/01IIIlna3i
2021-02-04 21:42:03,Argentina,"@ML_Ayuda Usuario minafotografia
Numero de pago #13442248871"
2021-02-04 21:41:43,,@ML_Ayuda tengo problemas para acceder a la cuenta me figura la contraseña vencida y no me llega el correo de verificación. Help
2021-02-04 21:40:44,,"@ML_Ayuda señores de mercado libre Ecuador ayudaaa por que no se puede ingresar a la cuenta, sale pagina no existe… https://t.co/GGA1UvU2N3"
2021-02-04 21:40:20,,"@ML_Ayuda Lo hice entre.. pero justamente veo que si cumplo en lo que dice de la compra protegida, además me comuni… https://t.co/9fvN3f1UF8"
2021-02-04 21:40:18,,@ML_Ayuda @carlosrobgon @MercadoLivre Hola@ml_ayuda no puedo acceder a la cuenta porque me dice que la contraseña e… https://t.co/qRtdlZLJJe
2021-02-04 21:38:46,"Rosario, Argentina",@ML_Ayuda Alguien me lee?
2021-02-04 21:38:35,Rincon De Los sauces ,"@ML_Ayuda 
Me pueden ayudar lo compre el 25/01 y todavía no llega 
@AndreaniOk es un desastre repartiendo en Rincón… https://t.co/4218HhCfHO"
2021-02-04 21:37:56,Argentina,"@ML_Ayuda Se como se cancela una compra. La pregunta es si ustedes saben como, porque no me estan dejando 😊 https://t.co/q8SvDWWNz1"
2021-02-04 21:37:02,Argentina,"@ML_Ayuda perfecto! el email de la cuenta es stdelprato@hotmail.com, por favor, en caso de que se pueda, me gustari… https://t.co/OeKALXAHYt"
2021-02-04 21:36:35,La Matanza ¡patria grande !!!!,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 21:36:07,URUGUAY,"@ML_Ayuda @ML_Uruguay Morel21
Un pago con debito de $890
A mi no me deja ver. Me pide mis datos y vuelve al inicio"
2021-02-04 21:36:06,,"@ML_Ayuda vivo en Querétaro, pueden mandar a alguien para recoger mi paquete ya que aquí no hay mercado envios. https://t.co/FYQ14Pz8be"
2021-02-04 21:34:19,,@ML_Mexico @Profeco @ML_Ayuda Por este medio les solicito me dejen retirar mi dinero de su plataforma de mercado pa… https://t.co/hE0JX5N4Hg
2021-02-04 21:34:02,,"@ML_Ayuda, no se me ha echo la devolucion y ya pasaron los dias establecidos cta: m.roblessanche@live.com compra4321919906"
2021-02-04 21:32:56,,"@ML_Ayuda No puedo entrar, me pide validar mi identidad todo el tiempo aunque ya lo hice todas las veces"
2021-02-04 21:32:40,"Tepic, Nayarit. México",@ML_Ayuda Me aparece este mensaje y no puedo avanzar.
2021-02-04 21:32:25,"Tepic, Nayarit. México","@ML_Ayuda Suspendimos tu cuenta
Tuvimos que suspenderte porque detectamos que tienes otra cuenta suspendida por irr… https://t.co/u7aqZmW2Zn"
2021-02-04 21:30:34,,@Unhar5 @Mercadolibre @ML_Ayuda A mi no
2021-02-04 21:29:39,,@ML_Ayuda @rpereyrairaola @Mercadolibre @mercadopago @ML_Argentina son unos sinvergüenza estafadores hicieron cosas… https://t.co/8FpKCmPxLw
2021-02-04 21:29:17,"Buenos Aires, Argentina","@MicamiRaveryn @ML_Ayuda @mercadopago @Mercadolibre Buenas tardes, gracias por escribirnos. Si la cuenta está radic… https://t.co/R1YEkL1r8v"
2021-02-04 21:29:02,Argentina,@ML_Ayuda Hace 2 meses aproximadamente me suspendieron la cuenta y nunca pude hablar con alguien para explicar que… https://t.co/BtDr6JC8i0
2021-02-04 21:28:16,,"@ML_Ayuda @ML_Mexico Así me van a traer nomás... Primero responderían antes de 6 de febrero, ahora que hasta el 10... En fin gracias"
2021-02-04 21:27:44,,"@ML_Ayuda otra vez, vuelvo a vender para poder escoger otra paquetería y me manda la de mercado envios de Querétaro… https://t.co/GvFZWjBgEf"
2021-02-04 21:26:48,,"@ML_Ayuda @Mercadolibre @marcos_galperin por favor mira los chats de abajo, y tenes la historio. Hoy me contestan e… https://t.co/m1949QKUVk"
2021-02-04 21:25:15,"Santiago, Chile",@ML_Ayuda duilianalexander@gmail.com
2021-02-04 21:25:07,In the middle of nowhere...,@ML_Ayuda @Mercadolibre @ML_Argentina Todo eso ya lo hice y los sms me siguen llegando al número anterior.  Algún t… https://t.co/8mp78U4DJO
2021-02-04 21:24:49,,@ML_Ayuda @ML_Argentina @Mercadolibre o sea q tengo q crear una cuenta nueva en ese link luego de q me suspendieron… https://t.co/eoU2CrthDp
2021-02-04 21:23:41,,@soldidomenico @Mercadolibre @ML_Ayuda Es raro porque siempre t garantizan q no perdes la plata. A mi también me sa… https://t.co/MPwJPLBPde
2021-02-04 21:23:29,,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 21:23:06,México DF,"@ML_Ayuda @ML_Mexico Si me preocupa ya que no quiero pagar intereses, ya que yo no me estoy negando a pagar, ML méxico no me da respuesta"
2021-02-04 21:23:05,,"@ML_Ayuda hola llevo mas de 9 intentos y aun no logro ingresar a mi cuenta :( 
no tengo idea por que me rechaza las… https://t.co/56zKE8XUmj"
2021-02-04 21:22:40,Argentina,"Le pregunté a un forro en @ML_Ayuda si hacía envíos y me dijo que si Hice la compra me dice que no hace envíos, que… https://t.co/dZCvavfjN9"
2021-02-04 21:21:16,,"@ML_Ayuda @ML_Mexico Pues no tuve respuesta sobre el caso, es más borraron mi consulta de ayuda y me volvieron a pr… https://t.co/FkAOMYDFCF"
2021-02-04 21:21:06,,@ML_Ayuda En donde debo seguir en contacto
2021-02-04 21:19:38,,@ML_Ayuda Cuando sigo los pasos que me acaban de indicar me aparece esto. https://t.co/ozJ0C4JvTw
2021-02-04 21:19:32,URUGUAY,@ML_Ayuda @ML_Uruguay Sigo sin recibir la devolución de mi dinero...podrían ayudarme?
2021-02-04 21:18:42,,@ML_Ayuda Y que debo hacer para que me habiliten mi cuenta dw nuevo
2021-02-04 21:18:05,Argentina,@ML_Ayuda me pueden contestar un MD por favor? hace 2 meses estoy intentando reclamar
2021-02-04 21:16:32,argentina,@ML_Ayuda @Mercadolibre @mercadopago https://t.co/4thKUgublZ
2021-02-04 21:16:11,,@ML_Ayuda Me podrán informar como funcionan los envios full? Agregue al carrito dos productos FULL del mismo vended… https://t.co/G1kPjjrHtt
2021-02-04 21:15:39,,"@ML_Ayuda si, pero el precio aumento $ 3.000, si me cancelas la compra. Hoy vale $31.716 y yo lo compre y pague a $… https://t.co/iTEn3gekrH"
2021-02-04 21:15:18,,"@ML_Ayuda hola, tengo una problema con mi cuenta, desde que me pidieron actualizar los datos, no me deja reactivar… https://t.co/UAOVXjq5wI"
2021-02-04 21:14:18,,@ML_Ayuda me acaban de cerrar un reclamo por un producto que dicen que llego. Pero no me llego. De hecho en la pagi… https://t.co/CA2pC5soK3
2021-02-04 21:13:08,"Pehuajó, Argentina",@ML_Ayuda @Mercadolibre El reclamo me lo cerró arbitrariamente ML
2021-02-04 21:12:54,,@ML_Ayuda @ML_Argentina @Mercadolibre Tengo q hacer una cuenta nueva o se bloquea por DNI?
2021-02-04 21:12:13,,@ML_Ayuda  mi nick es picksalechile me puedes explicar porque bajaste mi reputación si el último  cliente  se arrep… https://t.co/iaTUeUAEvm
2021-02-04 21:11:59,,"@ML_Ayuda Desde diciembre que están analizando, dejen de darle vueltas a la persona y devuelvan el dinero ladrones… https://t.co/cJM54EhzXV"
2021-02-04 21:10:53,,"@ML_Ayuda Compre un producto con envió full y pague  por ML, a los 2 días me llega el producto pero el modelo anter… https://t.co/81DEq8KaET"
2021-02-04 21:10:27,,@ML_Ayuda El comprador puso devolución del producto envíe mensaje desde la app a ML sobre el caso y las evidencias… https://t.co/J1JLZf3ta2
2021-02-04 21:10:10,,@CesarQuety @Mercadolibre @ML_Ayuda @DNDConsumidor @ConsumidorPba Si estuviera el dni todavia... para saberlo neces… https://t.co/tseXYOaf37
2021-02-04 21:09:34,,@Danny39831961 @ML_Ayuda @MercadoLibreEc Disculpa tuviste algún resultado
2021-02-04 21:09:22,Argentina,@ML_Ayuda @Mercadolibre Todo bien pero 15 Días en un pais como Argentina que pestañeas y te subió todo de precio. A… https://t.co/TTHUNyBBec
2021-02-04 21:09:01,,@ML_Ayuda @Mercadolibre Gracias. Les escribía porque me acaba de responder el vendedor.
2021-02-04 21:07:34,,@soldidomenico @Mercadolibre @ML_Ayuda @DNDConsumidor @ConsumidorPba Tu caja de ahorro y tu cuenta corriente si jajaja
2021-02-04 21:07:29,TEMUCO ,"@ML_Ayuda DE CHILE MI CUENTA ES MODELOCA, COMPRÉ MASCARILLAS Y ME LLEGARON, PERO NO ME LLEGÓ LAS 2 CAJAS DE GUANTES… https://t.co/BGgYEzcptu"
2021-02-04 21:06:25,Córdoba Capital Argentina,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 21:04:38,,"@ML_Ayuda Señores de mercado pago, tengo un caso desde el mes pasado y no dan respuesta el caso es #9266115   Me di… https://t.co/Wq398KnZrQ"
2021-02-04 21:04:35,"Santiago, Chile","@ML_Ayuda Esta es la segunda vez que me rechazan mi validacion de identidad, como diablos puedo acceder a esa cuent… https://t.co/ncQtpTsf4Y"
2021-02-04 21:04:15,,@ML_Ayuda Si quise pagar  servicios despues  hacer envios de dinero  y no puede por que me rechazó no se si puse ma… https://t.co/rc7JvbNC8F
2021-02-04 21:03:33,,@ML_Ayuda Mercado Libre me dio un código de barras con el que pagué en efectivo en un local de rapipago. En ML dice… https://t.co/Rq34wsbn2l
2021-02-04 21:02:36,"Las Vegas, NV",@ML_Ayuda que debo poner en lo de numero exterior  soy de México  pero mi numero es de 10 digitos pero solo deja 8 https://t.co/0kk114iKtQ
2021-02-04 21:02:22,"Santiago, Chile","@ML_Ayuda Hola, me contacto una persona hace tres días pero no tuve más contacto ni solución, por favor necesito tu ayud"
2021-02-04 21:01:38,,@CesarQuety @Mercadolibre @ML_Ayuda @DNDConsumidor @ConsumidorPba No tengo nada que esconder.
2021-02-04 21:01:11,Buenos Aires,@ML_Ayuda no estoy pudiendo hacer una compra sencilla... hay algun problema actualmente?
2021-02-04 20:59:24,,@ML_Ayuda Aca les dejo mi e-mail sandgallardo21@gmail.com espero que me puedan solucionar el problema de mi cuenta.
2021-02-04 20:58:28,México DF,"@ML_Ayuda @ML_Mexico Yo quiero ir al corriente con mis pagos y no manchar el historial de crédito con ustedes, adem… https://t.co/YjkUI84o5L"
2021-02-04 20:58:12,,@soldidomenico @Mercadolibre @ML_Ayuda @DNDConsumidor @ConsumidorPba No mostrar tu nombre y apellido real x empezar? https://t.co/EA7mmxjJkN
2021-02-04 20:57:28,argentina,"@ML_Ayuda @Mercadolibre @mercadopago mi usuario es seba45nm

gracias"
2021-02-04 20:57:24,,@ML_Ayuda el día 16 de diciembre realicé una compra con tarjeta la cual devolví: Compra #4242142450. En el detalle… https://t.co/Pffx0BHgIB
2021-02-04 20:56:58,"Tepic, Nayarit. México","@ML_Ayuda  Hola Mercado Libre, Tengo una cuenta suspendida de ustedes debido a que detectó otra cuenta con problema… https://t.co/rVdawuY1hY"
2021-02-04 20:56:51,Venezuela,@ML_Ayuda @ML_Venezuela ML Venezuela limita el pago de facturación o Anticipo de pago por 2 bancos: Banesco y Merca… https://t.co/9rBRVTmVDu
2021-02-04 20:55:55,,@ML_Ayuda me pueden explicar por que dicen que mi cuenta esta suspendida para vender y sin embargo puedo seguir ven… https://t.co/kGek6YIetv
2021-02-04 20:55:28,,@ML_Ayuda @ML_Argentina @Mercadolibre Solo me respondió un mensaje automático en el cual dice que es irreversible… https://t.co/HfRKIqioav
2021-02-04 20:54:58,TEMUCO ,RT @FedericoVega: @neva_carrillo @ML_Ayuda @ML_Chile @Mercadolibre @conadecus @SERNAC @SII_Chile @jimenaorrego @JHenriquezMuniz @SociosCCS…
2021-02-04 20:54:46,"Las Vegas, NV",@ML_Ayuda lleva 1 mes el reclamo y no resuelven nada ya les dije que la paquetería no me quiere recibir el paquete… https://t.co/W5gqvWcU0a
2021-02-04 20:54:23,,@ML_Ayuda 0119471612276951006
2021-02-04 20:53:19,,"@ML_Ayuda Ya lo tengo, pero me pidió verificar, por eso preguntaba. Gracias!"
2021-02-04 20:51:25,México DF,@ML_Ayuda @ML_Mexico Como les mencioné por ahí compro los insumos del respirador de mi mamá
2021-02-04 20:51:07,México DF,"@ML_Ayuda @ML_Mexico Disculpen, pero la plataforma de Mercado Libre México borró mis anteriores mensajes y me aplaz… https://t.co/6OzGQIb9Fk"
2021-02-04 20:50:39,,@ML_Ayuda No pagué por mercado pago sino por rapipago el día martes. No hay un telefono para comunicarse?
2021-02-04 20:48:13,Latinoamerica,"Hola @ML_Ayuda necesito nuevamente de su ayuda, quiero cambiar el Curp d mi cuenta, hace tiempo mi papá me prestó s… https://t.co/ZDEtoUNeyF"
2021-02-04 20:48:04,General Villegas Bs.As,@ML_Ayuda No llegó ni va llegar. Quiero la devolución. Para poder comprar otra vez.
2021-02-04 20:45:40,,@ML_Ayuda Realicé un pago por rapipago hace más de 48hs que todavía no se acreditó y que necesito retirar. Tengo el… https://t.co/HqqzFxwqEL
2021-02-04 20:45:13,,@ML_Ayuda Entro a esa pagina y no me responden ya hace dos dia que hago esto de mandar msj y nada
2021-02-04 20:45:01,,"@ML_Ayuda Quiero usar mercado crédito pero está pendiente de verificación, podría comprar o tengo que esperar a que se verifica?"
2021-02-04 20:44:52,México DF,"@ML_Ayuda hola, sigo con el mismo problema, no me dan respuesta a mi mail dgppcunam@gmail.com y encima borraron los… https://t.co/HtKEZTZzsC"
2021-02-04 20:44:35,,"@ML_Ayuda @Mercadolibre Buenas, en relación al reclamo nro 5054564027 me pidieron enviar la factura del flete para… https://t.co/ESmEtHYZ0Q"
2021-02-04 20:44:25,,@ML_Ayuda
2021-02-04 20:43:52,,@ML_Ayuda vendí un producto y el valor de la publicación no coincide con el valor de la venta. Necesito ayuda urgente !!!!
2021-02-04 20:43:03,,"RT @ML_Ayuda: @valeplaw @Mercadolibre Hola, Valeria.

¡Estamos aquí para darte el soporte necesario!

Para eso, cuéntanos que fue lo que su…"
2021-02-04 20:41:41,"Rosario, Argentina",@ML_Ayuda Lo último. En la etiqueta del paquete figuraba que el destinatario no tiene portero eléctrico en la casa.… https://t.co/tXbvnBJTD6
2021-02-04 20:40:24,Oeste del GBA,@soldidomenico @Mercadolibre @ML_Ayuda @DNDConsumidor @ConsumidorPba Ayudamos con RT
2021-02-04 20:39:43,"Merida, Yuc. Mexico","@ML_Mexico @ML_Ayuda Hola! Hubo un error en mi direccion! Puse mal la calle 😫🙈 el envío no ha salido, que se hace en estos casos?"
2021-02-04 20:39:18,,"@ML_Ayuda  hola , la verdad q todos los dias escribo y me dicen en 24 0 48 hs te vamos a contestar, me  suspendiero… https://t.co/oDN3QMXd2B"
2021-02-04 20:38:22,,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 20:37:24,"Las Vegas, NV",@ML_Ayuda Quiero  que me den mi dinero  ya tengo mas de 1 mes en reclamo  y no solucionan nada me llego un teléfono… https://t.co/ncL83jbFsg
2021-02-04 20:37:16,"San Luis Potosí, México",@ML_Ayuda @MercadoPagoMex y expliquen el por que de la suspensión mas a detalle por que solo dicen que -notaron act… https://t.co/BZqBLiHSPc
2021-02-04 20:37:02,,@ML_Ayuda Hola acabo de crear un usuario con el mail que tenia antes...y lo mismo en mercado pago... Lo que necesit… https://t.co/eT5qCzEdC4
2021-02-04 20:36:12,"Benavidez, Bs. As, Argentina","@ML_Ayuda Compre lo mismo hace un mes y no me cobraron nada, es la misma bermuda. Una de cada talle. No están calculando nada. Algo pasa."
2021-02-04 20:36:09,,@Omardaniel101 @Mercadolibre @ML_Ayuda Jaajajajajajaa que no me envien por @Mercadolibre que es un desastre
2021-02-04 20:35:37,"San Luis Potosí, México",@ML_Ayuda @MercadoPagoMex No inventen!!! pero tengo todo el mes de enero esperando (y lo que va de febrero) y la ve… https://t.co/3rLUAdTNMh
2021-02-04 20:35:36,,"RT @soldidomenico: Hola @Mercadolibre y @ML_Ayuda 
Me veo en la necesidad de etiquetarlos otra vez ya que solo me responden x aca y en mi r…"
2021-02-04 20:35:30,,@Unhar5 @Mercadolibre @ML_Ayuda Si pero nada. No me cancelan la compra. No llega el paquete... no me dan seguimiento y no me responden
2021-02-04 20:34:05,,@ML_Ayuda @Mercadolibre Se pasan la pelota entre unos y otros y nadie me da una solución. Necesito el producto que… https://t.co/HCkATVHA1g
2021-02-04 20:33:04,,"@ML_Ayuda @Mercadolibre Y con ese código no pueden verificar en qué sucursal está el paquete. Ahora, después de 2 d… https://t.co/Iv2FLVofeg"
2021-02-04 20:31:50,"Vicente López, Argentina","@ML_Ayuda El comprador no quiere el producto quiere que yo cancele la compra  , dame una solucion a lo que pregunto… https://t.co/radegy6Czd"
2021-02-04 20:31:35,,@ML_Ayuda @Mercadolibre Hola!..Les escribo nuevamente por el inconveniente con el producto que compré. El número de… https://t.co/inDxHNPm9G
